date,max_temperature,avg_hourly_temperature,avg_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_hourly_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_hourly_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_hourly_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_hourly_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_hourly_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,max_health_index,avg_hourly_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_7,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise_hhmm,sunrise_unixtime,sunrise_f,sunset_hhmm,sunset_unixtime,sunset_f,daylight,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_hourly_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_hourly_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_hourly_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
10/3/2024,12.6,6.68,6.75,0.9,,,84,60.2,62.5,41,1.7,-0.9,-1.6,-4.8,21,10.79,10.5,0,31,17,102.5,102.12,102.08,101.65,89.53,89.23,89.18,88.83,64400,33516.7,44250,24100,2.3,2,2,1.6,11.2,0,1.8,0,0,0,0,0,,7:41:00,1727962860,7.68,19:08:00,1728004080,19.13,11.45,3,3,12,12,1,3,,,,,,8,4.9,4.5,1,,,,
10/2/2024,10.9,6.83,6.55,2.2,,,87,60.7,61.5,36,3.4,-0.5,-0.7,-4.8,26,10.92,14.5,3,51,2,102.07,101.75,101.61,101.14,89.17,88.97,88.83,88.49,24100,23166.7,18500,12900,2.7,2.2,2.4,2,11.4,0,1.6,0,0,0,0,0,,7:40:00,1727876400,7.67,19:10:00,1727917800,19.17,11.5,3,3,12,12,1,2,,,,,,7,4.6,3.5,0,,,,
10/1/2024,18.6,11.38,12.15,5.7,,,61,46.3,46.5,32,3.3,0.1,-0.8,-5,41,14.29,20.5,0,72,29,102.12,101.28,101.42,100.72,89.3,88.61,88.74,88.18,64400,34175,44250,24100,3.5,2.4,2.7,1.9,5.8,0,7.2,5.2,2.1,0,0,0,,7:38:00,1727789880,7.63,19:12:00,1727831520,19.2,11.57,3,3,20,20,4,4,,,,,,8,5.5,4,0,,,,
9/30/2024,13.5,7.77,8.05,2.6,,,60,42.9,40,20,-1.6,-4.7,-5.7,-9.8,28,14.54,14,0,46,32,102.85,102.51,102.47,102.08,89.87,89.6,89.56,89.25,64400,38758.3,37850,11300,2.6,2,2.1,1.6,9.9,0,3,1.1,0,0,0,0,,7:36:00,1727703360,7.6,19:14:00,1727745240,19.23,11.63,3,3,14,14,4,4,,,,,,7,3,3.5,0,,,,
9/29/2024,13.3,7.56,8.9,4.5,,,79,69.2,67.5,56,4.6,2.2,1.4,-1.7,43,18.04,21.5,0,64,32,101.98,100.98,101.24,100.5,89.18,88.31,88.57,87.96,24100,21366.7,16900,9700,2.4,2,2.1,1.8,9.1,0,3.9,1.9,0,1.1,1.1,0,,7:35:00,1727616900,7.58,19:17:00,1727659020,19.28,11.7,3,3,14,14,2,3,,,,,,8,6,5,2,,,,
9/28/2024,17.3,10.61,9.65,2,,,71,49.3,53,35,4,0.1,0.4,-3.3,21,11.75,10.5,0,31,14,102.39,101.83,101.65,100.92,89.56,89.11,88.94,88.32,64400,37430.4,40250,16100,3.1,2.6,2.7,2.3,8.3,0,4.7,2.6,0,0,0,0,,7:33:00,1727530380,7.55,19:19:00,1727572740,19.32,11.77,4,4,18,18,8,8,,,,,,7,5,3.5,0,,,,
9/27/2024,20.6,13.98,13,5.4,,,71,40.3,46,21,4,-0.6,0.4,-3.2,41,16.38,20.5,0,62,27,101.83,101.19,101.29,100.75,89.19,88.6,88.69,88.2,64400,35870.8,40250,16100,3.7,2.7,2.8,2,5,0,8,6,3,0,0,0,,7:32:00,1727443920,7.53,19:21:00,1727486460,19.35,11.82,4,4,21,21,4,4,,,,,,8,2.9,4,0,,,,
9/26/2024,18.5,11.92,12.8,7.1,,,89,61.8,66.5,44,9.6,4.5,4.8,-0.1,39,15.54,19.5,0,60,33,101.21,100.71,100.34,99.47,88.64,88.21,87.97,87.31,32200,24720.8,22550,12900,2.8,2.5,2.5,2.2,5.2,0,7.8,5.8,2.8,1.8,1.8,0,,7:30:00,1727357400,7.5,19:23:00,1727400180,19.38,11.88,3,4,18,18,9,9,,,,,,8,6,4.5,1,,,,
9/25/2024,28.9,21,21,13.1,28,,77,43.1,47,17,11.4,6.4,6.4,1.4,48,15.58,25.5,3,62,22,100.39,99.83,99.96,99.53,88.25,87.59,87.77,87.29,64400,32173.9,44250,24100,2.8,2.4,2.3,1.8,0,3,16,14,11,0,0,0,,7:29:00,1727270940,7.48,19:26:00,1727313960,19.43,11.95,4,4,27,27,10,10,,,,,,8,4.9,4.5,1,,,,
9/24/2024,25.4,21.38,20.1,14.8,26,,56,42.6,44,32,11.2,8.1,8.7,6.2,30,14.21,17.5,5,51,29,101.13,100.87,100.79,100.46,88.68,88.5,88.42,88.15,64400,38879.2,40250,16100,2.4,2,1.9,1.4,0,2.1,15.1,13.1,10.1,0,0,0,,7:27:00,1727184420,7.45,19:28:00,1727227680,19.47,12.02,4,4,27,27,12,12,,,,,,7,4.4,3.5,0,,,,
9/23/2024,23.4,15.34,14.7,6,,,87,56,60.5,34,7.5,5.7,5.8,4,35,15.71,17.5,0,48,28,101.37,101.2,101.21,101.04,88.74,88.64,88.62,88.51,32200,24437.5,28150,24100,2,1.6,1.7,1.4,3.3,0,9.7,7.7,4.7,0,0,0,,7:25:00,1727097900,7.42,19:30:00,1727141400,19.5,12.08,4,4,23,23,15,15,,,,,,7,3.2,3.5,0,,,,
9/22/2024,21.9,15.02,13.8,5.7,,,83,51,57,31,8.4,4.4,5.6,2.8,27,15.17,13.5,0,46,30,101.56,101.18,101.25,100.95,88.85,88.6,88.65,88.45,24100,19766.7,18500,12900,2,1.6,1.7,1.4,4.2,0,8.8,6.8,3.8,0,0,0,,7:24:00,1727011440,7.4,19:32:00,1727055120,19.53,12.13,3,4,21,21,6,7,,,,,,8,5.6,4.5,1,,,,
9/21/2024,16.4,8.72,8.39,0.4,,,93,64.3,65.5,38,3.7,1.7,1.6,-0.4,16,10.71,10,4,,,102.59,102.22,102.12,101.66,89.61,89.34,89.28,88.94,64400,42575,44250,24100,2,1.5,1.6,1.1,9.6,0,3.4,1.4,0,0,0,0,,7:22:00,1726924920,7.37,19:35:00,1726968900,19.58,12.22,3,3,16,16,7,7,,,,,,8,4.1,4,0,,,,
9/20/2024,12.6,7.24,8.44,4.3,,,96,83.2,76,56,8.2,4.4,4.6,1,40,19.33,24,8,57,34,102.42,101.45,101.59,100.76,89.48,88.73,88.85,88.21,32200,20312.5,19300,6400,2.4,2,2,1.7,9.6,0,3.4,1.4,0,13,13,0,,7:21:00,1726838460,7.35,19:37:00,1726882620,19.62,12.27,2,2,11,11,0,2,,,,,,8,5.8,4,0,,,,
9/19/2024,19.2,12.75,12.64,6.1,,,96,71.1,69.5,43,9.6,7.1,7.5,5.3,20,9.5,10,0,36,35,101.26,100.98,100.95,100.64,88.63,88.41,88.36,88.08,32200,19837.5,22550,12900,2.6,2.1,2,1.3,5.4,0,7.6,5.6,2.6,0,0,0,,7:19:00,1726751940,7.32,19:39:00,1726796340,19.65,12.33,4,4,18,18,6,7,,,,,,8,4.7,4.5,1,,,,
9/18/2024,20.7,14.22,13.45,6.2,,,91,69,69,47,10.3,8.2,8.2,6,35,15.62,17.5,0,54,1,101.07,100.95,100.94,100.8,88.54,88.4,88.4,88.26,32200,18904.2,22550,12900,3,2.3,2.5,2,4.5,0,8.4,6.5,3.5,0.5,0.5,0,,7:17:00,1726665420,7.28,19:42:00,1726710120,19.7,12.42,4,4,19,19,7,7,,,,,,7,3.6,3.5,0,,,,
9/17/2024,20.2,13.08,13.2,6.2,,,87,69.5,65.5,44,9.2,7.2,6.8,4.4,23,9.04,11.5,0,33,14,101.13,100.97,100.96,100.79,88.55,88.41,88.41,88.26,24100,19833.3,18500,12900,2.8,2.4,2.4,1.9,4.8,0,8.2,6.2,3.2,0,0,0,,7:16:00,1726578960,7.27,19:44:00,1726623840,19.73,12.47,4,4,21,21,8,9,,,,,,8,4.3,4,0,,,,
9/16/2024,21.3,13.71,12.9,4.5,,,91,61.8,60.5,30,8.5,5.5,5.5,2.5,17,7.21,8.5,0,,,101.6,101.31,101.33,101.06,88.93,88.7,88.72,88.5,64400,38554.2,40250,16100,3.1,2.3,2.4,1.7,5.1,0,7.9,5.9,2.9,0,0,0,,7:14:00,1726492440,7.23,19:46:00,1726537560,19.77,12.53,4,4,21,21,6,8,,,,,,5,1.3,2.5,0,,,,
9/15/2024,18.5,11.4,11,3.5,,,95,72.3,68.5,42,7.6,6.1,5.4,3.2,19,8.17,9.5,0,,,101.68,101.54,101.46,101.24,88.97,88.83,88.78,88.59,64400,28470.8,40250,16100,2.4,1.7,1.8,1.1,7,0,6,4,1,0,0,0,,7:13:00,1726405980,7.22,19:48:00,1726451280,19.8,12.58,4,4,17,17,7,7,,,,,,7,4.6,4,1,,,,
9/14/2024,15.9,11.06,11.25,6.6,,,93,78.8,76,59,9.7,7.4,7.7,5.6,18,8.88,9,0,37,36,101.22,100.91,100.98,100.73,88.58,88.32,88.39,88.2,48300,26808.3,32200,16100,3,2,2.3,1.6,6.8,0,6.2,4.2,1.2,0,0,0,,7:11:00,1726319460,7.18,19:51:00,1726365060,19.85,12.67,2,3,19,19,5,7,,,,,,8,5.2,4.5,1,,,,
9/13/2024,19.7,13.84,14.85,10,,,89,64.2,64,39,8.9,6.7,6.7,4.5,32,16.96,16,0,46,34,101.01,100.94,100.89,100.78,88.45,88.36,88.36,88.27,64400,37091.7,38650,12900,2.6,2.2,2.2,1.9,3.1,0,9.8,7.8,4.8,0,0,0,,7:10:00,1726233000,7.17,19:53:00,1726278780,19.88,12.72,4,4,18,18,8,9,,,,,,8,7,6,4,,,,
9/12/2024,10.8,9.99,10.05,9.3,,,98,93.8,93.5,89,9.4,9,9.1,8.7,34,24,22.5,11,49,33,101.09,100.89,100.89,100.69,88.42,88.27,88.26,88.11,16100,8591.7,9850,3600,2.2,2,1.8,1.5,8,0,5,3,0.1,42.9,42.9,0,,7:08:00,1726146480,7.13,19:55:00,1726192500,19.92,12.78,1,2,13,13,7,8,,,,,,8,8,8,8,,,,
9/11/2024,13.8,10.82,11.05,8.3,,,93,83.3,79.5,66,9.5,8.1,8.2,6.8,17,11.96,12.5,8,,,101.3,101.03,101.08,100.85,88.66,88.42,88.47,88.27,24100,21166.7,16100,8100,2.6,2.3,2.2,1.9,7,0,6,4,1.1,1.4,1.4,0,,7:07:00,1726060020,7.12,19:57:00,1726106220,19.95,12.83,2,4,15,15,9,9,,,,,,8,7.2,6.5,5,,,,
9/10/2024,16.9,11.53,12.64,8.4,,,96,77.2,71.5,47,9.7,7.4,7.5,5.3,20,12.04,10,0,35,32,101.91,101.61,101.61,101.3,89.22,88.93,88.92,88.63,24100,15300,16100,8100,2.7,2.3,2.4,2,5.4,0,7.6,5.6,2.6,12.9,12.9,0,,7:05:00,1725973500,7.08,20:00:00,1726020000,20,12.92,4,4,18,18,7,8,,,,,,8,7.5,7.5,7,,,,
9/9/2024,27.7,17.27,20.25,12.8,26,,64,48,43,22,9.9,5.9,6.8,3.8,37,17.83,20.5,4,53,35,101.62,100.91,101.04,100.46,89.14,88.51,88.66,88.18,24100,13887.5,15250,6400,9,4.2,5.8,2.5,0,2.2,15.2,13.2,10.2,0,0,0,,7:03:00,1725886980,7.05,20:02:00,1725933720,20.03,12.98,5,5,28,28,8,9,,,,,,8,4.8,4,0,,,,
9/8/2024,30.2,20.88,20.25,10.3,28,,69,38.8,41.5,14,8,4.6,3.8,-0.4,12,5.21,6,0,,,101.45,101.18,101.11,100.76,88.99,88.77,88.72,88.44,32200,18308.3,22550,12900,3.7,2.9,3,2.2,0,2.2,15.2,13.2,10.2,0,0,0,,7:02:00,1725800520,7.03,20:04:00,1725847440,20.07,13.03,5,5,30,30,12,15,,,,,,7,2.1,3.5,0,,,,
9/7/2024,30.6,21.5,20.6,10.6,28,,61,35.2,37.5,14,8.2,3.7,4,-0.3,12,5.67,6,0,,,101.74,101.55,101.54,101.35,89.25,89.12,89.08,88.92,64400,37212.5,44250,24100,4.1,2.8,3,2,0,2.6,15.6,13.6,10.6,0,0,0,,7:00:00,1725714000,7,20:06:00,1725761160,20.1,13.1,6,6,31,31,11,12,,,,,,2,0.8,1,0,,,,
9/6/2024,31.7,21.37,20.3,8.9,29,,74,39.9,43,12,8.1,4.3,3.5,-1.2,16,7.83,8,0,,,102.32,102.01,101.99,101.66,89.75,89.48,89.49,89.23,64400,40566.7,44250,24100,3.5,3,2.8,2.1,0,2.3,15.3,13.3,10.3,0,0,0,,6:59:00,1725627540,6.98,20:09:00,1725674940,20.15,13.17,5,5,32,32,13,13,,,,,,2,0.7,1,0,,,,
9/5/2024,27,18.16,17.75,8.5,26,,83,52.2,54,25,9,7,7.3,5.7,19,9.42,9.5,0,28,19,103.13,102.77,102.74,102.36,90.31,90.05,90.05,89.79,48300,30162.5,36200,24100,3.5,2.7,2.8,2,0.2,0,12.8,10.8,7.8,0,0,0,,6:57:00,1725541020,6.95,20:11:00,1725588660,20.18,13.23,5,5,26,26,11,12,,,,,,3,0.8,1.5,0,,,,
9/4/2024,18.6,15.01,14.8,11,,,82,61.5,64.5,47,9.2,7.5,7.2,5.2,23,9.62,11.5,0,,,103.13,102.8,102.57,102.02,90.34,90.08,89.89,89.45,24100,23900,21700,19300,3.2,2.7,2.8,2.3,3.2,0,9.8,7.8,4.8,0,0,0,,6:56:00,1725454560,6.93,20:13:00,1725502380,20.22,13.28,5,5,21,21,11,11,,,,,,8,5.4,4,0,,,,
9/3/2024,25.4,19.87,20.29,15.2,26,,68,51.1,52,36,10.9,9.3,9.3,7.8,30,12.67,15,0,46,34,101.91,101.52,101.53,101.14,89.34,89.06,89.07,88.8,32200,19570.8,22550,12900,3.9,3.1,3.2,2.6,0,2.3,15.3,13.3,10.3,0,0,0,,6:54:00,1725368040,6.9,20:15:00,1725416100,20.25,13.35,5,5,25,25,10,11,,,,,,7,3.8,3.5,0,,,,
9/2/2024,31.1,21.61,21.8,12.5,31,,66,43.5,42,18,11.4,7.6,7.2,3,25,9.46,12.5,0,44,11,101.34,101.22,101.22,101.11,88.91,88.82,88.81,88.7,24100,22700,18500,12900,3.6,2.8,2.9,2.2,0,3.8,16.8,14.8,11.8,0.4,0.4,0,,6:52:00,1725281520,6.87,20:18:00,1725329880,20.3,13.43,5,5,32,32,14,14,,,,,,8,4.1,4,0,,,,
9/1/2024,29.9,20.73,19.89,9.9,30,,82,50.4,51.5,21,11,8.7,8.2,5.5,20,9.08,11.5,3,,,102.12,101.66,101.71,101.29,89.54,89.16,89.21,88.88,64400,37870.8,44250,24100,2.6,2.2,2,1.4,0,1.9,14.9,12.9,9.9,0,0,0,,6:51:00,1725195060,6.85,20:20:00,1725243600,20.33,13.48,6,6,31,31,13,16,,,,,,5,2.1,2.5,0,,,,
8/31/2024,24.8,17.13,16.7,8.6,25,,85,58.5,60,35,10.2,8.3,8.6,6.9,27,13.25,15,3,39,18,102.64,102.42,102.42,102.2,89.94,89.77,89.76,89.59,64400,38887.5,44250,24100,2.5,2.2,2,1.6,1.3,0,11.7,9.7,6.7,0,0,0,,6:49:00,1725108540,6.82,20:22:00,1725157320,20.37,13.55,5,5,27,27,11,12,,,,,,4,1.2,2,0,,,,
8/30/2024,25.3,19.04,17.05,8.8,25,,74,45.4,51.5,29,8.2,6.2,6.1,4,31,15.92,15.5,0,49,28,102.18,101.86,101.92,101.66,89.6,89.32,89.39,89.18,64400,36537.5,44250,24100,2.2,1.9,1.9,1.6,0.9,0,12.1,10.1,7,0,0,0,,6:48:00,1725022080,6.8,20:24:00,1725071040,20.4,13.6,5,5,27,27,9,10,,,,,,8,5.4,4,0,,,,
8/29/2024,23.1,16.27,14.55,6,,,90,54.2,61,32,8.3,6,6.4,4.5,29,12.33,16.5,4,44,28,102.17,101.95,101.96,101.75,89.4,89.27,89.28,89.16,64400,44587.5,44250,24100,2.4,1.7,1.8,1.3,3.5,0,9.6,7.5,4.5,0.4,0.4,0,,6:46:00,1724935560,6.77,20:26:00,1724984760,20.43,13.67,5,5,22,22,11,12,,,,,,3,0.9,1.5,0,,,,
8/28/2024,12.4,9.39,9.8,7.2,,,95,87.9,81.5,68,9,7.4,6.5,3.9,52,30.79,29.5,7,72,33,101.9,101.51,101.53,101.17,89.14,88.82,88.86,88.57,48300,14333.3,26150,4000,2.6,1.8,2,1.3,8.2,0,4.8,2.8,0,20,20,0,,6:45:00,1724849100,6.75,20:29:00,1724898540,20.48,13.73,1,1,14,14,7,8,,,,,,8,7.3,4.5,1,,,,
8/27/2024,25.1,16.74,16.75,8.4,,,74,48.2,47.5,21,7.6,5,1.9,-3.8,41,20.08,23,5,67,34,101.39,100.98,101.01,100.62,88.86,88.53,88.56,88.25,64400,29812.5,44250,24100,2.8,2.4,2.4,1.9,1.2,0,11.8,9.8,6.8,0,0,0,,6:43:00,1724762580,6.72,20:31:00,1724812260,20.52,13.8,4,4,24,24,6,8,,,,,,8,6.5,4.5,1,,,,
8/26/2024,24.9,18.08,16.54,8.2,,,69,44.5,48.5,28,7.8,5.2,5.5,3.3,19,10.83,12,5,32,29,102.24,101.9,101.8,101.36,89.58,89.33,89.24,88.9,64400,26787.5,44250,24100,2.6,2.3,2.3,2,1.5,0,11.5,9.5,6.5,0,0,0,,6:42:00,1724676120,6.7,20:33:00,1724725980,20.55,13.85,5,5,25,25,13,13,,,,,,8,3.8,4,0,,,,
8/25/2024,23.4,17.23,15.89,8.4,,,61,42.3,45,29,5.4,3.9,4,2.7,16,7.62,8,0,27,29,102.13,101.88,101.72,101.31,89.56,89.29,89.17,88.78,64400,39212.5,44250,24100,2.5,2,2,1.5,2.1,0,10.9,8.9,5.9,0,0,0,,6:40:00,1724589600,6.67,20:35:00,1724639700,20.58,13.92,5,5,23,23,10,11,,,,,,8,4.2,4.5,1,,,,
8/24/2024,21.5,16.18,16.2,10.9,,,94,49.8,59.5,25,12.7,4.2,6.1,-0.5,34,19.42,19.5,5,58,21,101.17,100.49,100.64,100.11,88.67,88.08,88.23,87.79,48300,32512.5,36200,24100,5,2.7,3.4,1.8,1.8,0,11.2,9.2,6.2,0,0,0,,6:38:00,1724503080,6.63,20:37:00,1724553420,20.62,13.98,5,5,20,23,9,12,,,,,,8,5.2,5,2,,,,
8/23/2024,26,17.75,17.45,8.9,27,,89,60.8,62,35,13.1,9.4,10.2,7.3,35,13.54,20,5,80,12,101.46,100.89,100.86,100.25,88.89,88.42,88.39,87.89,32200,25525,25750,19300,3.6,2.9,2.8,2.1,0.6,0,12.4,10.4,7.5,2.2,2.2,0,,6:37:00,1724416620,6.62,20:39:00,1724467140,20.65,14.03,6,6,26,26,12,12,,,,,,8,4.3,4,0,,,,
8/22/2024,21.7,15.7,16.55,11.4,,,86,67.8,63.5,41,11.8,9.6,9.8,7.9,22,13.08,14,6,45,15,102.21,101.86,101.86,101.5,89.48,89.22,89.21,88.93,24100,17695.8,15250,6400,3.4,2.7,2.6,1.9,1.4,0,11.6,9.6,6.5,0,0,0,,6:35:00,1724330100,6.58,20:41:00,1724380860,20.68,14.1,5,5,22,22,11,11,,,,,,8,6.2,4,0,,,,
8/21/2024,18.6,14.89,15,11.4,,,83,62.3,65,47,11.6,7.6,8,4.4,31,14.33,15.5,0,47,32,101.89,101.56,101.62,101.35,89.26,89.01,89.08,88.9,32200,21437.5,22550,12900,2.6,2.4,2.4,2.1,3,0,10,8,5,0.9,0.9,0,,6:34:00,1724243640,6.57,20:43:00,1724294580,20.72,14.15,3,4,21,21,9,9,,,,,,8,6.2,5,2,,,,
8/20/2024,26.1,19.74,19.45,12.8,25,,59,41,40.5,22,7.6,5.3,5.1,2.6,23,11.75,11.5,0,40,31,101.37,101.2,101.17,100.96,88.9,88.79,88.76,88.62,32200,20765.2,22550,12900,3.1,2.7,2.8,2.4,0,1.4,14.4,12.4,9.4,0,0,0,,6:32:00,1724157120,6.53,20:46:00,1724208360,20.77,14.23,6,6,26,26,11,11,,,,,,8,4,4.5,1,,,,
8/19/2024,31.1,22.33,21.8,12.5,30,,87,47.3,52.5,18,12.2,8.3,7.7,3.2,31,10.04,15.5,0,43,18,101.54,101.27,101.24,100.93,89.07,88.87,88.82,88.57,32200,22970.8,22550,12900,3.5,3,3,2.6,0,3.8,16.8,14.8,11.8,0,0,0,,6:31:00,1724070660,6.52,20:48:00,1724122080,20.8,14.28,6,6,29,29,16,16,,,,,,8,2.9,4,0,,,,
8/18/2024,26.8,18.77,18.64,10.5,29,,93,67.6,66,39,14,11.9,11.8,9.7,26,13.04,14.5,3,43,13,101.88,101.72,101.7,101.53,89.31,89.17,89.18,89.06,24100,12616.7,15250,6400,4,3.3,3.5,3,0,0.6,13.6,11.6,8.6,0,0,0,,6:29:00,1723984140,6.48,20:50:00,1724035800,20.83,14.35,6,6,25,25,13,15,,,,,,5,2.4,2.5,0,,,,
8/17/2024,22.6,17.05,17.95,13.3,,,96,76.8,75,54,13.6,12.7,12.6,11.6,16,6.62,8,0,33,19,101.74,101.62,101.63,101.52,89.18,89.06,89.09,89,24100,12100,13650,3200,6,4,4.5,3,0.1,0,12.9,10.9,8,0.5,0.5,0,,6:27:00,1723897620,6.45,20:52:00,1723949520,20.87,14.42,6,6,23,23,10,13,,,,,,8,5.6,4,0,,,,
8/16/2024,19.3,16.06,16.75,14.2,,,94,81.6,76.5,59,14.1,12.9,11.6,9.1,28,10.75,15.5,3,47,20,101.82,101.72,101.73,101.64,89.25,89.17,89.15,89.06,16100,8525,10050,4000,6,4.6,4.8,3.6,1.2,0,11.8,9.8,6.8,1.2,1.2,0,,6:26:00,1723811160,6.43,20:54:00,1723863240,20.9,14.47,3,3,20,20,10,12,,,,,,8,7.1,6.5,5,,,,
8/15/2024,25.2,18.54,18.1,11,27,,85,64.9,64,43,13.3,11.5,11.3,9.4,30,13.42,17,4,42,16,102.04,101.85,101.87,101.69,89.47,89.3,89.31,89.15,12900,7637.5,7650,2400,11,6.8,7.5,3.9,0,0.1,13.1,11.1,8.1,0,0,0,,6:24:00,1723724640,6.4,20:56:00,1723776960,20.93,14.53,6,6,24,24,13,14,,,,,,8,3.8,4,0,,,,
8/14/2024,24.1,18.44,18.25,12.4,26,,76,60.8,59.5,43,11.8,10.6,10.3,8.8,15,7.75,7.5,0,,,101.86,101.63,101.58,101.31,89.29,89.12,89.08,88.86,24100,13100,16100,8100,7,4.4,5,3,0,0.2,13.2,11.2,8.2,0,0,0,,6:23:00,1723638180,6.38,20:58:00,1723690680,20.97,14.58,6,6,24,24,12,12,,,,,,6,3.2,3.5,1,,,,
8/13/2024,25.5,18.93,18.1,10.7,26,,81,53.8,56.5,32,10.6,8.8,8.9,7.2,19,7.67,9.5,0,43,33,101.28,101.1,101.13,100.98,88.84,88.65,88.7,88.56,24100,17166.7,16100,8100,4,3,3.1,2.2,0,0.1,13.1,11.1,8.1,0,0,0,,6:21:00,1723551660,6.35,21:00:00,1723604400,21,14.65,5,5,24,24,13,13,,,,,,8,3.1,4,0,,,,
8/12/2024,25.8,18.4,18.35,10.9,26,,78,57,58.5,39,12.1,9.4,10.2,8.2,22,7.62,11,0,43,23,101.33,101.15,101.14,100.96,88.89,88.7,88.7,88.52,24100,16566.7,16900,9700,4.2,3.1,3.2,2.3,0,0.4,13.3,11.3,8.3,0.3,0.3,0,,6:20:00,1723465200,6.33,21:01:00,1723518060,21.02,14.68,6,6,26,26,13,13,,,,,,8,5.8,4.5,1,,,,
8/11/2024,25.8,18.31,17.64,9.5,26,,85,54.2,58.5,32,10.4,8.1,7.9,5.4,18,7.88,9,0,31,14,101.79,101.62,101.58,101.38,89.2,89.09,89.06,88.93,24100,17300,18500,12900,3.8,3,2.9,2,0.4,0,12.6,10.6,7.6,0,0,0,,6:18:00,1723378680,6.3,21:03:00,1723431780,21.05,14.75,6,6,26,26,12,13,,,,,,6,2.7,3,0,,,,
8/10/2024,24.2,17.38,17.45,10.7,,,73,52.4,52.5,32,8.4,7,7.2,5.9,30,14.83,17,4,45,14,102.15,101.92,101.95,101.75,89.52,89.34,89.36,89.2,24100,20233.3,18500,12900,3.5,3.2,3.2,3,0.6,0,12.4,10.4,7.5,0,0,0,,6:17:00,1723292220,6.28,21:05:00,1723345500,21.08,14.8,6,6,24,24,10,11,,,,,,8,4.5,4,0,,,,
8/9/2024,23.5,16.69,16.8,10.1,,,78,54.9,56.5,35,8.1,7,7,5.9,26,16.21,15.5,5,40,16,102.67,102.39,102.39,102.12,89.94,89.72,89.72,89.5,24100,21500,19300,14500,4,3.7,3.5,3,1.2,0,11.8,9.8,6.8,0,0,0,,6:15:00,1723205700,6.25,21:07:00,1723259220,21.12,14.87,6,6,22,22,10,10,,,,,,7,2.7,3.5,0,,,,
8/8/2024,21.5,14.8,14.25,7,,,92,66.9,67,42,9.6,8.2,8.1,6.5,21,11.29,10.5,0,31,14,102.92,102.78,102.77,102.62,90.09,90,89.98,89.88,24100,16566.7,16100,8100,4,3.4,3.5,3,3.8,0,9.2,7.2,4.2,0,0,0,,6:14:00,1723119240,6.23,21:09:00,1723172940,21.15,14.92,6,6,20,20,9,9,,,,,,8,2.9,4,0,,,,
8/7/2024,18.2,13.79,15,11.8,,,97,79.5,72.5,48,11.8,10,9.1,6.4,17,11.83,8.5,0,31,6,102.87,102.78,102.78,102.68,90.06,89.99,89.99,89.92,12900,8258.3,8850,4800,6,4.4,4.1,2.2,3,0,10,8,5,1,1,0,,6:12:00,1723032720,6.2,21:11:00,1723086660,21.18,14.98,6,6,18,18,8,9,,,,,,8,7,5,2,,,,
8/6/2024,16.8,13.96,14.6,12.4,,,98,87.4,85,72,13.3,11.9,12.1,10.9,26,13.88,15,4,31,3,102.69,102.35,102.38,102.07,89.91,89.65,89.69,89.46,19300,10687.5,12050,4800,2.8,2.4,2.5,2.2,3.4,0,9.6,7.6,4.6,7.2,7.2,0,,6:10:00,1722946200,6.17,21:13:00,1723000380,21.22,15.05,5,5,16,16,10,11,,,,,,8,7.8,7.5,7,,,,
8/5/2024,24.2,17.09,18.2,12.2,25,,95,73,70,45,13.7,11.7,12.1,10.5,29,14.5,16.5,4,65,33,102.27,102.01,102.03,101.8,89.61,89.43,89.42,89.23,19300,13095.8,12050,4800,4,3.1,3.3,2.6,0,0.2,13.2,11.2,8.2,52.7,52.7,0,,6:09:00,1722859740,6.15,21:14:00,1722914040,21.23,15.08,6,6,22,22,11,11,,,,,,8,6.2,4.5,1,,,,
8/4/2024,25.7,18.95,18.8,11.9,28,,88,62.4,63.5,39,12.2,11.1,11,9.8,28,11.46,14,0,40,19,101.9,101.75,101.76,101.62,89.35,89.22,89.22,89.09,16100,12900,12100,8100,4,3.7,3.5,3.1,0,0.8,13.8,11.8,8.8,0,0,0,,6:07:00,1722773220,6.12,21:16:00,1722827760,21.27,15.15,8,8,24,24,13,13,,,,,,8,6.4,4.5,1,,,,
